0.12274,1,1e-05,3,0.04,6.1578,0.19388,500
0.11512,1,1e-05,3,0.04,6.406,0.18498,500
0.062475,1,1e-05,3,0.04,6.6642,0.17655,500
0.05747,1,1e-05,3,0.04,6.9328,0.16856,500
4.5375,1,1e-05,3,0.04,8.1199,0.14045,500
3.0625,1,1e-05,3,0.04,8.4472,0.13428,500
1.9301,1,1e-05,3,0.04,8.7877,0.12841,500
1.0233,1,1e-05,3,0.04,9.1419,0.12282,500
0.27698,1,1e-05,3,0.04,9.5104,0.1175,500
0.054051,1,1e-05,3,0.04,9.8937,0.11244,500
